PlateID,SampleID,Target,Well,0,3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,81,84,87,90,93
GED-PLA-00000001,GED-SAM-00000067,STAT3.3,F07,17.77126,18.39304,18.77517,19.54567,20.22585,20.26519,21.22851,21.47094,22.89436,23.23817,23.9663,24.80863,25.69614,26.45463,27.60229,28.07523,29.11528,30.14175,31.12944,31.07955,32.19644,33.92103,34.63372,36.15393,36.15157,35.74118,37.09969,38.00511,40.41883,40.37124,41.85852,42.95697
GED-PLA-00000001,GED-SAM-00000068,STAT3.3,F08,31.45182,32.93132,33.38546,34.862,35.66845,37.28779,38.69009,39.84425,41.95502,43.81059,44.8742,46.86194,48.4578,49.72901,51.81055,53.3357,55.2495,56.76225,58.33075,60.03611,61.54663,63.54491,65.25513,66.93395,68.49675,70.15142,71.64923,73.12346,74.97621,76.03774,77.4453,78.71348
GED-PLA-00000001,GED-SAM-00000069,STAT3.3,F09,37.65217,38.72834,40.65125,42.05937,43.38253,45.40619,47.57601,49.46745,50.75711,52.78411,54.35859,56.86055,58.41761,60.49325,62.00024,63.90837,65.66599,68.15939,69.52623,71.65092,72.73814,75.22525,76.60929,78.47287,80.519,81.79565,83.41692,84.27419,85.72029,87.55264,87.99562,89.41804
GED-PLA-00000001,GED-SAM-00000070,STAT3.3,F10,18.87616,19.11666,20.31811,20.15782,21.00293,21.31412,21.81088,22.49709,22.77833,23.3194,24.18344,24.76025,25.41636,26.24464,26.79645,27.88272,28.41782,28.74474,29.65454,30.76353,31.51118,31.53631,32.43309,33.26492,33.69389,34.49794,35.64016,36.03286,37.10944,37.21268,37.54913,38.76518
GED-PLA-00000001,GED-SAM-00000071,STAT3.3,F11,36.25595,37.37193,38.69224,40.42252,42.02734,43.49009,44.76271,46.69936,48.53855,50.65462,51.16757,53.83358,54.78162,57.05557,58.75109,59.99586,62.49648,64.10632,66.30434,67.80327,69.56789,71.26987,74.27474,74.71706,77.33201,79.11469,80.69788,82.38519,83.66933,84.93984,86.49342,88.35382
GED-PLA-00000001,GED-SAM-00000074,STAT3.3,G02,26.55484,27.22243,28.30437,29.82253,31.12967,32.06335,33.63643,34.88242,35.97179,36.91581,38.66956,39.20333,40.50239,41.94783,42.8562,44.12045,45.19654,46.15506,46.68556,47.89947,49.28043,49.88561,50.89422,52.26397,53.67435,54.90681,55.50584,56.71547,58.27261,58.76094,59.94923,60.65989
GED-PLA-00000001,GED-SAM-00000075,STAT3.3,G03,27.26814,27.88956,28.31193,28.88874,30.94705,31.35094,32.25692,33.14184,35.58047,36.28091,37.92597,38.61686,40.48039,42.03532,43.56367,44.75793,46.3001,47.25644,49.96627,50.95409,52.49284,54.266,55.58071,57.81585,59.31526,60.8779,62.21149,63.73887,65.32093,67.11872,68.17711,70.70919
GED-PLA-00000001,GED-SAM-00000076,STAT3.3,G04,39.78673,40.82795,42.25312,43.99723,45.49387,46.77632,48.22866,50.33139,51.80769,53.09642,54.64343,56.11031,58.16644,59.30815,61.2949,62.84296,65.14041,66.34476,68.03492,69.76619,71.68504,72.7186,74.76455,76.54129,76.84303,78.85712,80.79052,82.17274,83.98533,84.71345,86.94864,86.87864
GED-PLA-00000001,GED-SAM-00000077,STAT3.3,G05,18.13544,18.36153,18.62766,19.1431,19.45333,19.54525,20.28996,20.85305,21.39593,21.51553,21.55968,22.57741,23.01567,23.47599,23.73303,24.30565,24.30611,24.69288,25.36524,25.80268,25.31229,25.66506,26.86629,27.4903,27.67376,27.93983,27.95158,28.90064,29.43029,29.93845,30.11253,30.38122
GED-PLA-00000001,GED-SAM-00000078,STAT3.3,G06,24.35578,25.24575,25.9093,26.88208,27.73029,28.15882,29.53489,30.75875,31.78168,32.48032,33.67746,34.88771,36.23516,37.21536,38.88483,40.44895,41.12005,42.58202,44.10016,45.48954,46.58422,48.05413,49.78555,50.69611,52.50545,54.20438,55.90243,57.46909,58.51097,60.03003,61.27656,63.19889
GED-PLA-00000001,GED-SAM-00000079,STAT3.3,G07,19.67045,20.0565,20.4444,21.11344,21.72236,22.28399,22.74373,23.14819,23.76533,24.87347,25.31632,26.37404,26.81044,27.71727,28.41007,29.52766,29.7244,30.89532,31.61408,32.1451,32.68148,34.28567,34.62127,35.79572,36.58647,37.39241,37.56887,39.03436,39.1627,40.46827,41.76514,42.07973
GED-PLA-00000001,GED-SAM-00000080,STAT3.3,G08,13.14828,13.29535,13.82692,14.0403,14.28326,14.65391,14.65984,15.16666,15.37977,16.10472,16.37909,16.76753,16.76843,17.44628,18.01386,18.69003,19.47936,19.49884,20.02686,20.64099,20.69773,21.42997,21.29862,22.078,23.07973,23.18684,24.09431,24.80344,25.05381,25.78473,25.80431,26.97678
GED-PLA-00000001,GED-SAM-00000081,STAT3.3,G09,11.32388,11.44944,11.53388,11.59774,11.57863,11.85329,12.22024,12.61302,12.4493,13.11142,13.3212,13.66329,14.08029,14.39957,14.73214,14.51295,15.12696,15.68473,15.55158,16.38332,16.89915,17.1781,17.25895,17.28884,18.64212,19.3485,19.82161,20.47697,19.29085,21.06678,22.0815,22.38412
GED-PLA-00000001,GED-SAM-00000082,STAT3.3,G10,20.70103,20.97029,21.66312,22.07461,22.42782,23.40849,24.2728,24.84168,25.74051,26.18051,26.7916,27.60649,28.41849,29.25317,29.78237,30.73458,30.95818,32.39382,33.28737,34.02517,34.54257,36.28492,36.26493,37.68136,38.26605,39.50646,40.62737,41.3761,42.03194,42.71527,43.82532,44.42064
GED-PLA-00000001,GED-SAM-00000083,STAT3.3,G11,17.08154,17.6849,17.99908,18.4775,18.90848,19.57928,20.13287,20.72472,21.32125,21.7391,22.5097,23.23791,23.51582,24.07186,25.09037,25.63647,25.97347,26.57614,27.60988,28.37709,29.46964,29.67991,30.31096,31.47661,31.95221,32.95382,33.36047,34.15832,35.21246,35.83604,36.66763,37.82404
GED-PLA-00000001,GED-SAM-00000096,CLONE3.CONTROL,H12,23.8652,25.20729,27.0052,28.21697,29.24351,31.15393,34.46856,35.63149,38.15522,41.10649,42.79985,45.29983,48.18774,50.63048,54.37162,56.25851,58.69983,61.3903,64.49718,66.24952,69.44304,74.61433,76.20107,77.72183,80.39516,82.30448,84.39953,86.4709,88.67801,89.841,90.53309,91.5998
GED-PLA-00000002,GED-SAM-00000097,CLONE3.CONTROL,A01,24.9429,26.61434,27.88091,29.68318,31.04039,33.31698,35.45861,37.57014,40.46239,43.05642,45.6446,46.67949,50.56812,52.83809,56.49109,58.60234,62.58712,65.07269,69.51929,71.82499,73.76257,77.41629,80.50735,83.28752,85.8488,87.22569,89.01912,90.2196,91.93196,91.86987,94.3429,94.33634
GED-PLA-00000002,GED-SAM-00000110,STAT3.4,B02,30.95873,31.71966,32.28638,32.98412,33.97998,34.66051,35.31673,36.28487,36.59155,37.92685,38.84773,39.61809,40.87395,42.35862,43.07635,44.73538,44.96896,46.59753,47.9876,48.90733,49.50315,49.82586,51.77477,53.27843,53.64648,53.83285,55.70974,56.28529,56.68285,56.30779,58.05054,60.02182
GED-PLA-00000002,GED-SAM-00000111,STAT3.4,B03,38.1201,39.63778,41.30709,42.40181,44.15412,45.43151,48.22322,49.64025,50.87289,53.33444,54.88504,56.34236,58.04467,59.72201,61.79625,64.23122,66.46045,68.12534,69.68199,71.92464,74.76023,76.06004,77.36451,80.0714,81.00496,83.32585,84.03336,85.29062,86.0192,88.28288,90.08537,90.45212
GED-PLA-00000002,GED-SAM-00000112,STAT3.4,B04,16.26935,17.4282,18.07999,18.58499,19.13877,20.66979,20.52913,22.31612,23.08895,22.9685,24.53208,26.26368,26.91368,27.18088,28.1282,28.79562,30.28282,31.40101,33.24752,34.42003,34.69264,37.0131,38.21984,39.9808,40.00851,42.40842,42.13934,44.07905,44.55048,48.1842,48.42556,49.87061
GED-PLA-00000002,GED-SAM-00000113,STAT3.4,B05,10.23075,10.23899,10.01253,10.26676,10.56093,11.08899,11.25991,11.59603,12.03173,12.50501,12.15588,13.20602,13.32618,13.61638,13.72502,14.09788,15.02353,15.03679,15.34493,15.68901,16.48689,17.12304,17.33623,17.59433,17.84355,18.18438,18.40444,19.29318,20.16717,20.41895,20.72938,21.27182
GED-PLA-00000002,GED-SAM-00000114,STAT3.4,B06,38.71311,39.04468,40.69067,41.96646,42.83308,44.34449,45.8433,47.68052,49.02906,50.73481,51.34832,53.19544,55.08364,57.2354,58.86609,61.36047,63.64919,65.68266,68.10404,69.75496,71.72482,73.81264,76.58797,79.29124,80.41094,82.68607,84.21362,85.84539,87.69114,89.21857,90.78974,91.79109
GED-PLA-00000002,GED-SAM-00000115,STAT3.4,B07,8.593982,8.491859,8.417084,8.796729,9.062281,9.095271,9.200509,9.598641,9.585076,10.54965,10.58086,10.38239,10.892,10.61629,11.45285,11.21686,12.07096,13.32669,12.63116,12.88409,13.03128,13.50707,14.66129,15.02172,16.2367,15.40323,15.62908,16.3551,17.74458,18.4553,19.21049,18.87935
GED-PLA-00000002,GED-SAM-00000116,STAT3.4,B08,24.90121,25.69757,26.02869,26.7559,27.03886,29.45412,29.24087,30.73888,31.83969,32.37088,33.77639,35.38772,35.75621,36.21594,36.73589,38.83963,39.49574,40.23671,40.97906,42.45931,43.21913,44.37885,45.99839,47.44136,47.49305,49.21977,49.81166,50.25723,51.5641,53.2192,54.41482,56.05721
GED-PLA-00000002,GED-SAM-00000117,STAT3.4,B09,57.69467,59.5774,60.90163,63.17543,64.77242,66.34568,69.0575,70.14469,71.43171,72.9995,74.94379,75.61201,78.57938,79.23773,80.42921,81.96083,83.00488,83.5891,84.44209,85.60175,86.66736,87.47345,87.76555,89.56839,89.70219,90.67903,91.2679,91.55235,91.61076,92.09983,92.09022,93.21609
