Label: 500pmol donor 1:10 dilution

Date Time	Elapsed	A1	B1	C1	D1	E1	F1	G1	H1	A2	B2	C2	D2	E2	F2	G2	H2	A3	B3	C3	D3	E3	F3	G3	H3	A4	B4	C4	D4	E4	F4	G4	H4	A5	B5	C5	D5	E5	F5	G5	H5	A6	B6	C6	D6	E6	F6	G6	H6	A7	B7	C7	D7	E7	F7	G7	H7	A8	B8	C8	D8	E8	F8	G8	H8	A9	B9	C9	D9	E9	F9	G9	H9	A10	B10	C10	D10	E10	F10	G10	H10	A11	B11	C11	D11	E11	F11	G11	H11	A12	B12	C12	D12	E12	F12	G12	H12
29/01/2019 11:00:00	0	46.81681	4.773153	18.06303	0.5289841	1.113782	0.9431642	0.8869364	7.254918	2.73113	1.098378	5.213584	11.76482	1.770488	1.165106	2.704326	3.540287	15.46979	21.63937	17.67089	17.03125	17.49218	8.540977	13.34501	12.63684	6.897106	11.56472	18.19277	12.56991	1.835765	3.620206	20.43456	8.650187	1.010928	0.911942	2.240067	4.178617	3.422857	1.962865	0.9636799	3.468929	16.46088	13.84055	1.409013	1.706316	1.95278	6.329021	2.330349	22.81582	0.8691838	3.891055	22.31454	5.370938	1.525406	17.81907	19.18892	1.433535	1.08173	0.9829521	14.32195	1.320596	1.705556	1.83839	13.27338	9.458304	1.610093	13.35399	5.875469	4.526348	1.795562	11.19253	1.266578	11.11489	9.056697	1.131742	5.303176	10.2334	1.317556	14.03763	11.51622	10.53188	16.88585	13.31593	4.185388	13.36835	3.929943	13.52613	4.360011	3.181781	19.94654	7.878467	14.36264	16.00001	10.86228	10.74208	1.615758	54.45954
29/01/2019 14:00:00	3	53.21585	4.411543	18.20452	0.773237	1.302359	1.001188	0.9908269	7.253258	3.600382	1.141758	5.147753	11.66743	1.516081	1.339108	2.649894	3.626907	15.15383	21.06406	17.30764	16.74991	17.32219	8.360278	13.12693	12.40964	6.858626	11.23177	18.1232	12.51859	1.83687	3.620139	20.30123	5.610287	0.9839193	0.8721541	1.811933	4.015667	3.375055	2.05218	1.08553	2.050591	16.30608	13.71636	1.100726	1.597521	1.915548	6.127252	2.408751	22.88669	0.7943053	3.671116	22.15648	5.198596	1.65147	17.64077	19.51771	1.464896	1.145281	1.111088	14.17269	1.270239	1.629849	1.80468	13.40869	9.302609	1.279012	12.69085	5.858546	4.384946	1.613547	11.23418	1.325569	10.89475	9.493467	0.9334936	4.719619	9.855218	1.200818	11.18078	11.63303	10.00096	15.97838	13.38244	3.993356	13.02823	3.598585	13.64583	4.363602	2.591387	20.46391	7.634347	14.40817	16.05658	10.53823	10.51772	1.350229	61.20868
29/01/2019 17:00:00	6	60.06313	4.731291	18.36028	0.8288434	1.140998	0.9540091	0.8945347	7.233024	2.462561	1.256907	4.99917	11.54972	1.741822	1.368742	2.479208	3.360963	15.1682	20.62893	16.99263	16.68538	16.99927	8.54512	13.49912	12.45205	6.976542	11.227	18.177	12.26818	1.714398	3.466305	19.65891	5.187334	0.8872128	0.8398955	1.73146	3.715047	3.278485	1.905946	1.154468	2.270805	15.97474	13.65322	1.156471	1.566299	1.882805	5.993039	2.388925	22.92194	0.7727537	3.784952	21.77036	5.259241	1.50945	17.37173	19.35815	1.411293	1.1573	0.9615385	14.1483	1.135058	1.482027	1.876796	13.5284	9.235052	1.590476	12.28165	5.857992	4.357456	1.590752	10.99767	1.497914	11.10756	9.692194	0.8465958	4.549903	9.791319	1.535146	10.70229	12.01226	10.7032	15.83001	13.38798	3.91537	13.15933	3.702958	10.53119	4.326855	2.835503	21.09941	7.393831	14.40712	16.28964	10.90006	10.53942	1.304777	69.43449
29/01/2019 19:59:00	8.98333333333333	67.90871	4.260405	18.45872	0.6707283	1.160132	0.7619779	0.8824465	7.209608	2.492126	1.25449	4.827103	11.42738	1.760265	1.358449	2.541239	3.453872	15.52159	20.26995	16.46276	16.79323	16.21539	8.293615	12.85981	13.03852	7.027244	11.06646	18.20899	12.09486	1.792662	3.593957	19.34405	5.242941	0.8718778	0.7599053	1.735605	3.753386	3.223295	1.760127	1.240744	2.055564	16.33959	14.04461	1.107082	1.627293	1.850893	6.615823	2.318537	22.84517	0.8762296	3.659095	21.82775	5.198868	1.435607	17.00473	18.90923	1.293587	1.04664	0.9490355	14.64563	1.267062	1.649467	1.725105	13.31172	9.41182	1.094026	12.03084	5.93612	4.116866	1.834107	10.64454	1.348157	11.47594	10.09602	0.9734885	4.508111	9.757541	1.382557	11.10418	12.88399	10.2388	15.90124	13.35205	3.923449	12.83039	3.742954	14.68543	4.379764	2.64658	22.23586	7.379185	14.42501	16.61769	10.86787	10.6165	1.47132	78.14227
29/01/2019 23:01:00	12.0166666666667	76.37659	4.357111	18.39328	0.7351764	1.077172	0.9163626	0.9079354	7.398391	2.663295	1.318316	4.885747	11.31196	1.712602	1.418407	2.570526	3.742815	15.59033	20.1702	16.28544	16.15669	16.04588	8.186198	12.75461	12.84939	6.714463	11.23536	18.05782	12.00065	1.878453	3.804572	19.81612	4.659041	0.8921169	0.7771746	1.724346	3.733628	3.16465	1.979028	1.125041	2.202628	17.01316	14.61808	1.129255	1.670535	1.947254	6.15785	2.397214	22.78626	0.8300869	3.516661	21.7577	5.126824	1.258013	16.96321	19.27036	1.328263	0.9866131	0.9745247	13.98934	1.203443	1.592203	1.866573	13.45401	9.476056	1.188384	11.71191	6.085807	4.004062	1.560428	10.77765	1.31804	11.58633	10.56988	1.078761	4.415409	9.734402	1.259325	11.52341	13.33672	10.13359	15.93253	13.72361	3.845602	12.53073	3.567847	10.43525	4.39676	2.595187	23.44843	7.273984	14.70884	16.96287	11.26457	10.54432	1.375373	86.79799
30/01/2019 02:00:00	15	83.00613	4.262545	19.10603	0.7013981	1.088845	0.9994614	0.9055869	7.066479	2.400738	1.141551	4.693095	11.40197	1.701343	1.743341	2.549113	3.456565	15.47421	19.78263	16.04449	16.49507	16.0454	8.186821	12.60209	13.09033	6.600419	11.252	17.84696	11.9369	1.824229	3.580419	19.39759	5.123507	0.8943964	0.740495	1.657548	3.762501	3.282493	1.78831	1.136853	1.74113	16.2998	15.19086	1.043117	1.588749	1.916584	6.019702	2.132309	22.47177	0.7000857	3.589261	21.93917	5.392076	1.42642	17.21514	19.4561	1.294001	1.184516	0.9137378	13.65088	1.152326	1.442929	1.685801	13.80885	9.435989	1.172635	11.92729	6.191423	4.127846	1.471665	10.93673	1.192736	11.47823	11.02302	0.9509008	4.510045	9.81681	1.507585	10.17338	13.75311	10.51302	15.89585	13.68755	3.765336	12.41421	3.939474	10.65567	4.432057	2.91114	25.64952	7.464769	15.16564	17.32903	11.39043	10.59273	1.306297	92.7392
30/01/2019 05:00:00	18	88.06594	4.414995	19.55556	0.619612	1.054929	0.9154647	0.9548382	7.31357	2.399148	1.138166	4.780613	11.65084	1.586331	1.271483	2.545936	3.660891	16.06254	19.51909	16.17244	15.76135	16.27114	8.204371	12.68858	13.25866	6.469522	11.39997	18.38162	11.45605	1.876796	3.44876	19.52717	4.760858	0.8779564	0.6684488	1.648637	3.791723	3.347839	1.57673	1.090849	1.952572	16.18873	15.81206	1.010444	1.367844	1.820361	5.878649	2.269977	22.97371	0.7696453	3.717468	22.16526	5.253301	1.148389	17.17333	19.70892	1.560911	1.064185	0.9165009	14.03017	1.032341	1.289304	1.576799	14.07769	9.588167	1.529067	12.13058	6.429739	3.905974	1.394231	10.54065	1.286748	11.80427	11.41468	0.7973447	4.282923	9.626915	1.375235	10.77504	14.31256	10.44064	16.16089	13.82516	3.670217	12.42886	3.742056	10.52194	4.441936	3.004049	27.72021	7.151645	15.48941	17.91148	11.67137	10.64441	1.33151	95.97384
30/01/2019 08:00:00	21	90.83443	4.28085	20.3813	0.5328525	1.137613	0.9176062	0.8078443	7.076012	2.457518	1.173809	4.674239	11.58433	1.584328	1.224718	2.768499	3.524327	15.90613	19.6131	15.98481	15.57707	16.07152	8.008676	12.55492	13.22302	6.641109	11.49425	18.41657	11.74217	1.78679	3.584219	19.53684	4.631204	0.8025252	0.6464136	1.539705	3.786128	3.07568	1.617208	1.074063	1.785684	16.73235	16.33897	0.868562	1.404938	1.589578	5.811021	2.258372	23.19365	0.7480935	3.481845	22.17846	5.081373	1.226031	17.60637	20.40229	1.064738	1.106045	0.8633124	14.34343	1.116407	1.36439	1.516634	14.43026	9.631963	1.20213	12.07332	6.780712	3.756562	1.428838	10.51282	1.338348	11.63219	11.95672	0.9506244	4.481794	9.677135	1.357552	10.85226	15.18989	9.962005	16.46587	13.84464	3.596719	12.35763	3.593817	10.34054	4.329065	2.473543	29.78414	7.179075	16.05528	18.406	12.15559	10.43835	1.439752	98.21502
30/01/2019 11:00:00	24	93.93567	4.203901	20.97571	0.5926033	1.093335	1.028957	0.8270474	7.202971	2.332007	1.098378	4.586514	11.57845	1.510416	1.311408	2.549112	3.481017	16.07711	19.47108	16.46559	15.66106	15.72731	8.307636	12.89222	13.63354	6.417096	11.50357	18.75622	11.39285	1.977026	3.720922	19.70112	4.348062	0.8460435	0.6810896	1.453083	3.621933	3.003495	1.595518	1.029647	1.937514	16.65692	17.20269	0.8386523	1.328125	1.640072	5.743742	2.127819	23.14255	0.8336787	3.696743	22.42304	5.034606	1.090641	17.81829	21.29926	1.361972	1.028749	0.7481626	14.46853	0.9612623	1.346223	1.362317	15.0391	9.465766	1.260568	12.49461	7.054736	4.004753	1.416404	10.35726	1.2605	11.97696	12.50504	1.058936	4.214815	9.68916	1.36066	10.61726	15.82815	10.18982	16.4892	14.21696	3.646388	12.56141	3.571783	11.009	4.397107	2.712478	32.8	7.110347	16.9487	19.60177	12.56583	10.45473	1.191078	99.0949
30/01/2019 14:00:00	27	95.864	4.158862	21.75737	0.5615191	1.157576	0.9810869	0.9509008	7.589938	2.406126	1.119446	4.644396	11.99898	1.609541	1.158958	2.577572	3.78074	16.21333	19.4927	16.101	15.61589	15.8705	8.292995	12.21865	14.07742	6.587708	11.85663	19.14532	11.36694	1.757018	3.594786	20.54037	61.84226	0.8260805	0.731446	1.582048	3.491104	3.103241	1.575555	1.181753	2.033253	17.33285	18.45982	0.8469413	1.298906	1.662453	5.831953	2.306794	23.90058	0.8324355	3.800634	22.90568	5.168891	1.025019	17.98443	21.67192	1.154192	1.124765	1.084425	14.53443	0.9954548	1.262089	1.325569	15.43034	9.671408	1.231211	12.80276	7.445919	3.918685	1.502335	10.35581	1.337934	12.15773	13.13046	0.9421281	4.201067	9.737367	1.326951	9.622705	16.62992	10.09256	16.6979	14.71175	3.643486	12.59256	3.611641	9.927884	4.206593	2.588969	35.84232	7.10951	17.9175	20.58535	12.87825	10.46287	1.36812	99.56386
